sentence,label
#@이름# 나라는 거르자..선수들 생각하면 안타깝지만 #@이름#는 눈치 염치없는 세계적 민폐국가다..중국북한과 더블어서..,L2_hate
"#@이름#이 나중에 큰 일할 정치인의 품격을 보여줬다고 빨아대던, 뇌물 조선일보와 척척석사 #@이름#. 나중이 아니라 하루만에 큰 일한다. 국짐당이 한나라 새누리로 이어지는 투기 뻔뻔이들의 정당이었슴을, 절대 변한게 없다는 것을 온 천하에 상기시켜 주고 있다. 당명까지 바꿔 가며, 국민에게 눈속임하려 했는데, #@이름#이 상기시켜 준다. 참 큰 일한다.",L2_hate
국내에서 분탕만치는 중공놈들 특히 조선족들 단속좀 강화해서 추방해라,L2_hate
큰거 한방 올때가 됬는데ㅋㅋ쩍바리들 확 쓸어버려라 제발!,L2_hate
중화사상에 찌든 떼놈의 새끼가 어딜 감히 평등을 논해?,L2_hate
어우~~~!!!!! 열받어 슈바쎾 들 일본 솈들 양심에 빵구 난것들 확 다 쓸어 태워버리고 싶다,L2_hate
#@이름#이 누님 녹취록 언제깔 건가요? 지금 까지말고 죄명이 떠벌이존슨강간당 후보 확정되면 까세요 제발,L2_hate
#@이름#가 좋아하는 더불어 민주당. ㅋㅋ 더불어 대선 주자들이 인민일보에 나와 인사를 드리더라. ~~~ 개빨갱이들,L2_hate
중꿔산 바이러스 한개더 추가요ㅋㅋ 온세계가 같이 공격해서 절멸시켜야될 종족 중꿔,L2_hate
빨갱이는 몽둥이가 약입니다.,L2_hate
우한바이러스라 하면 거품물고달려드는 대깨문들.. 본국이 어디? ? ㅋㅋ,L2_hate
저 쓰레기 짱깨 들만 지구상 에서 없어지면 모든 전염병 .환경.식량 모든게 영구히 해결 됨,L2_hate
쩝쩝이의 목적은 군의 해산이다그래야 북한군에 잡아먹혀 나라를 송두리째갖다바칠거니까처죽일인간 막장 이게지금 나라냐 개인간들아,L2_hate
양아치 검사가 양아치 정부를..양아치같은 생각이지.,L2_hate
짱꿔들허는짖들이 어쩜그리 똑같냐~~,L2_hate
"범죄자 #@이름# 색끼와 더러운 범죄 패밀리 처와 장모. 이런 더러운 범죄 쓰레기들이 정권을 빼앗고, 개검들의 밥그릇 챙기기위해 조국을 이잡듯 탈탈 털었다. 여기에는 온갖 범죄비리소굴집단 꼴통쓰레기 국민의 짐년놈들과 개같은 판사들과 개검들, 조중동과 기레기들이, 또 꼴통 세력들이 가짜뉴스와 함께 수백만건 기삿거리를 생성하는데, 지금까지도 멍청한 개돼지들은 똥인지 된장인지 구분도 못한다. 이런 범죄 쓰레기들이 또다시 정권과 권력을 빼앗는다면 시계는 다시 과거로 가, 독재자 살인마 #@이름# 색끼보다 더 혹독하고 암울한 세상으로 바뀐다.",L2_hate
청화대 민주당 전라도와 대깨문들 집구석에 전기 끊어라 저것들은 형광등 킬 전기도 아깝다,L2_hate
일본도 참..원숭이새끼들..,L2_hate
미성년자도 사형시켜라 애라고 봐주면안됌,L2_hate
그래서 짱깨들은 안되..,L2_hate
"공포 좋아하고 자빠졌네. 감기만 걸려도 락다운해라 이제. 이놈의 정부는 과학적 근거라는게 전혀 없이 집회 무서우면 락다운, 선거 다가오면 돈뿌리려고 또 락다운. 델타변이는 콧물, 재채기 정도라고 나오는데 어디서 공포 조장질이야!!",L2_hate
#@이름#래가 더듬어 공산당편이 되어 여론전을 펼치네.,L2_hate
더블어강간당 인재나왔다 어서 모셔라!,L2_hate
모자란 멧돼지는 정무감각도 제로야. 그저 무식 할뿐. 대한민국 특수부 검사는 아무나 할수 있다. 잡아다 족치고 회유하고 별건에 별별별별별건으로 터는게 능력이란다. 무식한 검새,L2_hate
안타깝재?기레기 중.확 마 밀어 부치가 호재꺼리 삼어 먼 좋겠는데 그자.근데 열심히 좀 해라.후꾸시마 포기하는 기가? 쪽쪽 빨때는 언제고 인자 조용하노?기레기 중. 분발해라.기레기와 판검새 멍멍이들 화팅!,L2_hate
몸둥이가 쓰레기네 한국에서 저럼 마약쟁이로 알지,L2_hate
넌 쪽발이다. 게다짝 짝짝 끄는. 왜 그래 사니.,L2_hate
야구도 그렇고..저 태권도 함 봐라밥 처묵고 하는것이 저것밖에 없는데저것도 국대라고 올림픽에 내 보내나.참 한심하다스포츠 중에서 젤 허접한것이 태권도댜.올림픽 게임에서 아예 없애버려라한심한 인간들..,L2_hate
