text,label
오늘 무슨 날인지 알아?,1
이혼한 친구가 다녀갔어.,0
나 오늘 회사에서 표창장 받았어. 정말 신이 나.,1
상사에게 애교를 부리며 아첨하는 직장 동료가 너무 징그러워 보여.,0
다시 취업해서 안정적인 수입이 생긴 것이 기뻐.,1
오늘 새로운 모임에 나갔어. 기분이 좋아.,1
친구들이 무슨 일이든 도와주겠다고 했어. 그래서 지금 매우 기뻐.,1
내가 몸이 아파서 병원에 있는데 손녀의 결혼식에 갔다 와도 된다고 의사 선생님이 말하시네.,1
내가 유행성 독감에 걸려서 나만 김 씨 생일잔치에 초대받지 못했어.,0
아내가 방광염 치료를 받고 나서 이제 밤중에 화장실을 가느라 날 깨우지 않아.,1
나는 맨날 아프기만 하고 한심한 쓰레기야.,0
종양이 악성이 아니라 너무 기분이 좋아.,1
나 오늘 생일이잖아. 딸 때문에 정말 기분이 날아갈 것 같아.,1
이번에 내가 로또에 당첨됐어.,1
남자친구랑 결혼 문제에 대해서 천천히 생각해보기로 했어.,1
오늘 처음 거래처와 미팅 갖기로 했어.,0
나는 이 사람을 상처주지 않았는데 선생님은 내가 주동자인 줄 알아.,1
소득수준이 낮은데 생계 부양에 대한 부담이 너무 커서 슬프고 도움 요청할 사람이 없어 서러워.,0
딸이 어릴 적에 한 번 크게 아팠었는데 건강하게 잘 자라서 이제 결혼까지 하게 됐어. 정말 감사한 일이야.,1
이번에 결혼식을 하게 되었는데 생각하지도 못한 친구가 축하한다고 연락을 했어.,1
전엔 안 그러더니 요즘 왜 그러나 몰라!,0
나 부모님께 너무 죄송해.,0
십 년 동안 꾸준히 모든 돈을 사기로 잃었어.,0
잃어버렸던 강아지를 찾았어.,1
나는 정말 다 가진 인생을 산 거 같아.,1
나 취업했어! 너무 원하던 곳이라서 기대된다.,1
수많은 시간을 보낸 회사에서 해고를 당했어. 현실을 믿고 싶지 않아.,0
남편이 내 돈을 들고 집을 나갔어. 어떡하지?,0
동생이 심장마비로 쓰러졌는데 조금만 늦었어도 큰일 날 뻔했어.,1
가해자의 아빠가 부모가 없으니 그 모양이라며 나를 비하하는 말을 했어.,0
노후 대비를 하나도 안 한 내 자신이 너무 한심해.,0
회사 동료 때문에 기분이 안 좋아.,0
대형 프로젝트가 끝나고 업무량이 줄어들어 이제야 좀 느긋하게 일 할 수 있어.,1
요즘 사춘기인지 애들이 대화도 회피하고 말도 안 듣고 너무 속상해.,0
아우도 나도 이번에 기말고사 시험을 잘 봤어.,1
사업을 하다 난처한 상황에 이르렀는데 지인이 도와줘서 고비를 넘겼어.,1
아내는 내가 아픈 것을 뻔히 알면서도 자식들이랑 안 놀아준다고 화를 내.,0
나 요즘 동료들 사이에서 밀리는 기분이 들어.,0
다리에 장애가 생겨 가족의 생계를 책임지기 전보다 어려워졌어. 이런 상황이 너무 슬퍼.,0
학교에 가봤자 따돌리고 무시하는 애들밖에 없어서 학교 가는 게 무서워.,0
내 돈은 아내가 마음대로 써버렸어.,0
내 전공과 다른 직무로 지원하고 싶은데 불이익이 있지 않을까 조심스러워.,0
성과금 받았는데 기대 이상이야.,1
요즘 가까운 친구나 가족들에게 투덜거리는 일이 많아져서 마음이 불편해.,0
예전 학교에서 왕따를 당한 적이 있어서 지금 학교에 잘 적응할지 걱정이야.,1
김 씨가 발작을 일으켰는데 다행히 잘 깨어났대.,1
간호사가 나같이 보호자 없는 사람은 무시해서 분노가 치밀어.,0
학교폭력위원회에 신고했어. 그래서 지금 기분이 좋아.,1
요샌 작은아들 얼굴만 봐도 기뻐,1
회의 시작해야하는데 다른 직원이 오지 않아 부장님이 화나셨어.,0
혼자 사는데 나이 들어 노후가 걱정이야.,0
어렸을 때 날 괴롭혔던 친구랑 같은 반이 됐는데 오늘 같이 얘기를 나눴어.,1
나 이제 희망이 없네.,0
친구랑 싸웠는데 그 자리에서 너무 서운해서 울었어.,0
오늘 여자친구와 이별을 했어. 너무 괴로워.,0
부모님께서 물려주신 작은 땅을 팔아서 드디어 은행 대출을 다 갚았어. 너무 기뻐.,1
오랜만에 친구들을 만나도 어색하지 않고 편하고 재밌어.,1
학생들이 폭럭으로부터 해방됐어!,1
언니가 저금통에서 내 돈을 조금씩 가져가고 있다는 확신이 생겼어.,0
퇴직해서 돈을 못 벌게 되니 자식들 볼 면목이 없네.,0
이번에 새로 들어온 동료가 성격이 괜찮아서 참 다행이야.,1
회사에서 정년퇴직 후에 대리점 사장을 하면 어떻겠냐고 물어보더군. 기분이 참 좋아.,1
오늘 기쁜 소식이 있어. 몇 년 동안 준비해왔던 공무원 시험에 합격했어.,1
나는 왜 빨리 공부를 시작하지 않은 걸까. 공부하려는데 아무것도 모르겠어.,0
정말 스트레스 받는다. 진절머리가 나.,0
나 학교폭력을 당하고 있어. 그런데 그 이유를 모르겠어.,0
대학교 시험에 떨어져서 너무 슬퍼.,0
맨날 인스턴트 음식만 해주니 이러다 아내 건강이 더 악화될까 봐 걱정이네.,0
여자친구가 성격이 너무 좋아서 결혼하면 잘 살 수 있을 것 같아.,1
내가 병에 걸리니까 아내가 나를 두고 집을 나갔어. 옆에 아무도 없고 혼자 살기 두려워.,0
중요한 가족모임에 참석하지 못해서 화가 나. 필요치도 않은 회의였는데.,0
쉬는 시간에 복도를 지나가는데 나보고 수군거리는 거야. 자기들끼리 날 욕하는 거 있지!,0
아내와 함께 체중조절을 하기로 했는데 몰래 친구와 술을 마셔서 악의적인 말을 좀 들었어.,0
성적이 생각보다 잘 나오지 않아서 힘들었는데 이제 마음을 추슬러서 편안해졌어.,1
회사에 새로운 직원이 들어왔는데 정말 만족스러워.,1
상무님께서 내가 만든 기획 안을 포기하라 하셔서 화가 나.,0
신체 나이가 서른으로 나왔어.,1
결국엔 난 아무 곳에서도 받아주지 않았어. 난 정말 안 되나 봐 우울해.,0
이번에 아이 낳고 조리원에 있어 보니까 정말 감사하더라고.,1
동네 카페에서 아내가 내가 모르는 남자와 함께 있어서 순간 너무 화가 났어.,0
내 며느리는 나이가 좀 있어서 걱정이야.,1
업무가 많아 스트레스받네.,1
오늘 모의고사를 봤는데 노력한 만큼 성적이 잘 나오지 않아 속상해.,0
딱 한 번 숙제를 못 했는데 반 아이들이 보는 앞에서 엄청 혼이 났어.,0
늦기 전에 하고 싶은 일을 하고 싶은데 몸에 힘이 없네. 이러다가 영영 못 하고 죽을 것 같아 불안해.,0
친구가 병에 걸린 사실을 나한테 숨겨서 싸웠어. 아직 화해하지 못해서 우울해.,0
아내가 목이 안 좋더니 누런 가래가 나오기 시작해서 걱정스럽네.,0
자녀들이 아내를 위해 가사 도우미를 지원해줘서 생활이 그나마 편해졌어.,1
남편과 휴가 일정이 안 맞아서 나만 빼고 가족여행을 다녀온대. 버려진 느낌이야.,0
오늘 내 남편이 죽었어. 너무 외로워서 죽어버리고 싶어.,0
친구가 내게 갑자기 다시는 보지 말자고 했어. 너무 속상해.,0
직장도 그렇고 친구들과의 관계도 무난해서 난 요즘 그냥 잘 지내고 있어.,1
요즘 남편이 예전 같지 않아 이상해.,0
오늘 병원에서 당뇨가 점점 좋아지고 있다는 진단을 받았어! 신이 나!,1
이번 프로젝트팀원들은 서로 존중해서 일을 함께하면서 문제 생길 일이 없을 것 같아서 편해.,1
요즘 인간관계에 있어서 방어적인 태도를 취하게 되는 것 같아.,0
삼십 년 정도 일했던 직장에서 퇴사해서 마음이 허전해.,0
점심 때 기분이 좋아서 입 꼬리가 내려가지 않더라.,1
우리나라 사람들을 보면 회의적인 생각이 많이 들어.,0
드디어 신장 기증자가 나타났대!,1
드디어 학교폭력 증거를 모아서 가해자들을 신고할 수 있게 되어서 기뻐.,1
오랫동안 연락을 하지 않고 지내던 고등학교 동창에게 연락이 왔어.,0
나 어떻게 해야 할지 모르겠어! 코로나 때문에 직장을 잃었어. 노후 적금도 중단해야 할 상황이야.,0
어제 동료와 심하게 다툰 걸 이사님께 들켰어.,0
항암치료를 감당할 비용이 없어서 중도 포기했는데 이렇게 죽는 건가 싶어서 괴롭네.,0
내일까지 어느 대학에 원서를 제출할 건지 선생님이 알아오래.,0
업무 때문에 직장동료에게 전화를 했는데 직장동료 애인이 나를 내연녀로 오해했대.,0
요즘 코로나 때문에 다들 걱정하고 있지만 난 걱정이 안 되네.,1
오늘도 게임을 하면서 밤을 새워서 무기력하고 피곤해. 아무것도 하기 싫어.,0
난 지금 몸이 좋지 않아서 요양 중이야.,1
나만 불행한 거 같아.,0
얼마 전에 처음으로 위 내시경을 해봤더니 건강하다고 해서 기분이 정말 좋았어.,1
곧 인사평가 시즌인데 할당 실적을 다 채워서 평가를 잘 받을 수 있을 거 같아!,1
어제 면접 본 회사에서 연락이 왔어!,1
다니는 병원에서 알게 된 할아버지가 있는데 말이 너무 잘 통해서 좋아.,1
나에게 오래된 친구들이 존재한다는게 감사해.,1
아들이란 게 용돈을 안 준다고 날 무슨 투명인간 취급하네. 아들한테 너무 섭섭해.,0
나는 어릴 때 피아노를 잘 치고 싶었어. 우리 엄마는 공부가 우선이라며 피아노 학원 대신 과외를 받게 했지만.,0
나이가 들수록 나 스스로한테 짜증이 나.,0
빚보증만 아니었으면 여유롭게 살았을 거야.,0
신체 나이를 측정했는데 실제 나이보다 훨씬 젊게 나와 기뻐.,1
친구가 중요한 날에 지각해서 너무 실망했어.,0
우리 가족은 그래도 별문제 없어서 다행이야.,1
친구들은 다 좋은 직장을 얻어서 돈 많이 벌고 있는데 나는 안 좋은 회사에서만 연락이 와,0
대학교에서 마음에 드는 친구가 나에게 먼저 말을 걸었어.,1
드디어 취업에 성공했어. 정말 기분이 좋아.,1
나 이제부터 다이어트하려고.,1
나 드디어 떠나.,1
드디어 우리 아이가 태어났어! 아무 문제없이 건강하게 태어나서 너무 기뻐!,1
오늘 면접 전에 옆 사람이 사준 음료수를 먹고 배탈이 났어. 사람이 미워지려고 해.,1
나 병원에서 건강이 많이 좋아졌대.,1
요새 소화불량 증세가 나타나서 산책하기 시작했더니 좋아져서 다행이야.,1
친구의 이중적인 모습에 너무 혼란스러워.,0
결혼은 성가신 일인 것 같아.,0
나는 어릴 때부터 눈이 좋지 않은데 부모님이 그 사실을 모른다는 게 짜증 나.,0
오늘 최종 면접 합격 발표날이야! 너무 떨려.,0
학교 폭력을 당하는 나한테 문제가 있는 걸까?,0
남자 친구랑 밥 먹다가 또 싸웠어.,0
오늘 학교에서 선생님이 학교폭력에 대해 말씀하시는데 너무 상투적이었어.,0
아빠는 술만 먹지 않으면 다정다감한데 술을 마시면 나한테 욕을 해서 괴로워.,0
친구가 교통 사고가 나서 병원에 입원했는데 건강이 많이 좋아져서 퇴원해 기뻐.,1
선배들의 도움 없이 업무 진행이 잘 되서 많이 는 것 같아 뿌듯해.,1
친구가 나보다 먼저 취업을 해서 괜히 부러운 마음에 질투를 했는데 미안하네.,0
직장에서 누명을 쓰고 잘렸어. 화가 나서 밤에 잠이 안 와.,0
아버지가 아프고 병원에 입원하셔서 불안감을 느껴.,0
친구들이 나만 두고 놀이동산에 다녀왔대. 그 얘기를 듣는 순간 할 말을 잊었어.,0
어제 내가 대표해서 사장님을 설득하러 갔거든. 우리 휴가를 달라고. 내가 협상은 기가 막히게 하거든.,1
나 이번에 시험을 잘 봐서 원하는 학과에 갈 수 있을 거 같아!,1
이번에 진로상담을 하는데 선생님께 내 꿈을 사실대로 말하면 어떤 반응을 보이실까 걱정돼.,0
아빠한테 치킨을 먹고 싶다고 했더니 곧장 사 오셨어. 내 말을 기억해 준 아빠한테 고마워.,1
오늘 거래처에서 내가 제안한 내용보다 더 좋은 조건을 제시해줘서 너무 기뻤어.,1
나는 날이 갈수록 다른 사람과 대면하는 게 걱정돼.,0
과장님이 날 싫어하는 줄 알았는데 아니었어.,1
이성 친구를 만드는 게 쉽지가 않네.,0
친척들은 집안에 큰 행사가 있을 때마다 내가 지원해주길 바라고 있어.,0
자녀들의 선물에 너무 만족스러워.,1
요즘 새로운 사람을 만나는 게 너무 신나.,1
걱정이 하나 있어.,0
일하다 다리가 부었어. 너무 아파.,0
친구가 약속 시각에 늦는다는데 뭘 하면 좋을까?,1
내 사촌 동생이 나의 친동생이래.,0
오랜만에 시골집에 오니까 너무 좋아.,1
치료받고 있던 위염이 이제 좋아졌어. 너무 기뻐!,1
그동안 고혈압 때문에 고생도 하고 고민도 많이 했는데 혈압이 정상 수치를 되찾았다고 그러네.,1
나이가 들고 자꾸 주변 사람들과 날 비교하면서 열등감을 느껴.,0
친구가 노트필기를 나눠 보자고 했는데 내 것만 가져가서 보고 자기가 한 거는 안 보여줘.,0
너무 다행이야. 일 진행이 아주 순조로워.,1
나 이제 장가간다!,1
몇 달째 실적이 나지 않아 고민이야.,0
금값이 계속 올라서 금 펀드에 투자했는데 투자하니까 계속 떨어지네.,0
요즘 허리가 너무 아파서 아무래도 디스크 같아. 근데 남편이고 딸내미고 관심도 없네.,0
결혼식을 중요하게 여기지 않아서 결혼식 없이 혼인신고만 하고 싶었는데 부모님의 반대로 내 의지가 좌절되고 말았어. 하지만 난 결혼식을 안 하도록 계속 허락받을 거야.,0
여자친구 몰래 소개팅하고 여자친구한테 이별 통보했어. 여자친구한테 너무 미안해.,0
영어 듣기 평가에서 오늘은 좋은 점수를 받아서 뿌듯해.,1
친구한테 나도 모르게 좋아한다고 해버렸는데 애들이 놀릴 거 같아.,0
모의고사 성적을 받으니 원하는 대학교에 못 갈까 봐 걱정이야.,0
우울증 때문에 사람을 만나는 게 너무 힘들어.,0
이번에 와이프와 함께 임신 준비를 하고 있는데 조금 힘드네.,0
정말 인생 최고의 날이야. 내 자식들이 여행을 보내줬거든!,1
내게 딸이 둘 있어. 첫째는 시집가서 아들만 둘이고 둘째 딸은 공부만 하고 시집갈 생각을 안 해서 걱정이 돼.,0
새로 들어간 직장이 좋아. 월급이 많거든.,1
나의 자식이 창업한 회사가 성공해서 자랑스러워.,1
내가 간질이 있어서 평소에 생활하는데 조금 불편한 것이 있어.,1
결혼식을 하다가 아내가 눈물을 흘려서 나도 모르게 같이 울었어. 결혼을 하다니 눈물이 나.,0
노인정에서 혈압검사를 했는데 김 씨보다 내가 더 좋게 나와서 괜히 기분이 좋았어.,1
딸이 노후 자금에 보태라며 만기 적금 통장을 줬어. 너무 고마워.,1
나를 괴롭히는 친구들이 없어으니까 친구들에게 먼저 말을 걸 용기가 생겨.,1
지난달에 싸웠던 친구가 있었어.,1
새로 온 간호사가 어르신들에게도 친절하고 실력도 좋은 거 같아.,1
나 최근에 면접 본 회사가 세 곳인데 왠지 다 붙을 것 같아. 이번에는 자신 있어!,1
돈이 없어서 우리 아기를 행복하게 해주지 못한 것이 우리의 유일한 잘못일 거야.,0
아직 한 번도 연애를 못 했는데 이러다 평생 결혼은커녕 연애도 못 하고 죽으면 어떡하지?,0
왕따를 당한게 내가 아니어서 다행이야.,1
이젠 진짜 혼자가 되었네.,0
여전히 한결같이 내 병간호를 하고 있는 아내를 생각하면 미안함에 눈물이 나고 슬퍼.,0
동창들은 다 건강하고 돈도 많은데 나만 이렇게 아프고 돈 없이 살아가는 것 같아.,0
엄마와 문제가 있어. 내가 딸이라고 나한테만 바라시는 게 너무 많네.,0
경제적으로 여유가 있어서 언제든지 은퇴할 수 있어 다행이야.,1
이제 월요일이 오히려 즐겁다고.,1
오늘 친구랑 속 깊은 얘기를 나눴어.,1
아이를 낳을 때가 다 되었는데 너무 두려워.,0
남편이 술먹다 뇌졸중으로 쓰러지고 깨어날 기미가 안보이는데 걱정도 되고 화가 나.,0
친구들은 다 성적이 올랐는데 나만 엄청 떨어졌어.,0
요즘 친구와의 갈등으로 내가 너무 가치 없어 보이고 힘들어.,0
어제 우리 아들이 남자친구를 데려와서 소개하지 뭐야. 너무 당황했어.,0
시험을 잘 봐서 성적표를 당당하게 보여줄 수 있어.,1
이번 달에 열심히 한만큼 좋은 실적이 나와서 기분이 좋아,1
나는 왜 취업이 안 되는 걸까.,0
일을 마치고 집에 들어오면 나 자신이 초라해 보인다는 생각이 들 때가 종종 있어.,0
퇴직 이후에 나의 사회적 역할이 없어진 것 같아 어려움을 느껴.,0
고혈압 때문에 요새 돈이 나가는 돈이 너무 많아.,0
이번 면접이 정말 기대돼.,1
나를 괴롭히던 친구들이 전학을 갔고 안 좋은 사건들을 선생님이 해결해 주어서 기뻐.,1
나 드디어 결혼 허락받았어!,1
이번 주에 우리 집 집들이를 할 거야. 집을 보여줄 생각에 흥분돼.,1
나 의사 선생님께 칭찬받았어.,1
힘들다며 집안일엔 손도 못되게 하는 자식들에게 내 존재가 필요 없는 것 같아 외롭고 내가 싫어.,0
나는 늘 공부를 열심히 한다고 노력하는데 부모님은 늘 만족하지 못해서 우울해.,0
가족관계가 점점 소원해지고 있어서 슬퍼.,1
여러 사람 앞에서 얘기하기가 너무 부끄럽고 당황스러워.,0
나 어제 면접 봤어. 이제 결과만 나오면 돼.,1
집주인에게 병원비 때문에 월세를 한 달만 미뤄달라고 했는데 가능할지 걱정돼.,0
저번 시험보다 평균이 더 올랐어!,1
나이를 먹어서 친구들은 다들 걷기도 힘들어하는데 나는 아직 괜찮아서 다행이야.,1
난 우리 엄마에게 감사함을 엄청 느껴.,1
내일 중요한 프로젝트 발표가 있는데 자신 있어.,1
요새 기분이 신나.,1
늙어서 일할 곳도 없고 돈이 없어서 눈물나.,0
나의 초라한 옷차림을 누군가 뚫어지게 쳐다봐서 당황스러워.,0
연금으로 매달 이 정도 돈 나오는 거에 난 만족해.,1
여자 친구가 나를 두고 바람 피웠다는 소문은 사실이 아니어서 안도했어.,1
반 친구 중 한 명이 나를 자주 괴롭혀서 선생님께 말씀드렸는데 도리어 나에게 짜증을 내셔.,0
오늘 회사에 갔는데 직장 상사가 이유 없이 나를 혼내서 너무 스트레스받았어.,0
전염병에 걸리는 바람에 며칠째 일이 밀려서 너무 화가 나.,0
결혼이 꼭 필요한 것인지 의문이 들어. 그냥 평생 연애만 하고 살아도 괜찮을 것 같아.,0
어제 언니랑 싸웠는데 아침에 언니가 나한테 먼저 사과해줘서 고마웠어.,1
부모님께 사랑한다는 말을 더 많이 하지 못한 게 후회가 돼.,0
건강 검진 결과가 나왔어.,1
은행 미납대출금을 갚으라고 독촉 문자가 왔어. 짜증나서 못살겠네.,0
의사가 항암치료가 효과가 있다고 하니 이제야 안심이 되네.,1
내가 열심히 이룬 일을 상사가 가로채서 기분이 안 좋아.,0
요새 아버지가 몸이 많이 안 좋아서 슬프네.,0
결혼하고 나서 친구들과 멀어진 건지 혼란스러워.,0
이번에 점수를 잘 받을 수 있을 거 같아.,1
공부가 적성에 맞는 줄 알았는데 하고 싶은 다른 일이 생겨서 혼란스러워.,0
우울증 때문에 취업이 안 돼서 걱정이야. 빨리 취업을 해야 하는데.,0
최근에 병원에서 간암판정을 받아서 당황스러워.,0
오늘 내가 한 실수 때문에 우리 부서 모두 야근하게 됐어. 나는 멍청이야.,0
내가 이번 중간고사에서 이 등을 하다니. 이건 일 등 친구가 성적을 위조한 게 틀림없어.,0
요즘 집사람이 갱년기에 접어든 것 같아. 잘못 건드리면 폭발할 것 같아서 살얼음판을 걷는 기분이야.,0
전학을 왔는데 적응하기도 전에 왕따를 당하고 있어. 성적은 엉망이고 아무것도 하기 싫어.,0
나와 내 친구는 너무 내성적이라서 힘세고 강한 아이들한테 먹잇감이 될 것 같아.,0
암에 걸렸는데 딸에게 짐이 될 거 같아 죄책감이 들어.,0
이번 달 말에 삼 년 동안 부어왔던 예금이 만기가 돼. 그래서 지금부터 기분이 좋아.,1
간에 좋은 건강식품을 사려는데 주변 사람들이 부작용이 있다며 말리더라고. 인터넷 후기는 좋은데.,0
다시는 그 친구한테 미움 받고 싶지 않아서 항상 말을 조심스럽게 하게 돼.,0
나는 남편이 술을 먹고 외박한다고 해도 별로 걱정이 되지 않아. 그만큼 남편을 믿기 때문이야.,1
오래 연애한 남자친구랑 결혼 날짜를 잡았어. 그래서 너무 신이 나!,1
내게 폐경이 왔다니 충격적이야.,0
남자친구랑 결혼에 대해서 천천히 생각해보기로 했어.,1
보험회사에서 건강축하금 이라고 큰돈을 보냈어. 이렇게 큰돈이라니 만족스러워.,1
나도 드디어 친구가 생겼어.,1
박 씨가 감기인데도 노인정에 마스크를 안 끼고 와서 못 가고 있어. 이기적인 태도에 화가 나.,0
요즘 남편을 대할 때 더 편안해진 느낌이야.,1
친구들이랑 함께 있을 때 우울한 마음이 들 때가 많은데 친구들이 그걸 싫어하는 것 같아.,0
난 평생을 가난하게 살았어. 지금까지도 힘든데 앞으로도 평생 그렇게 살 것 같아.,0
드디어 오늘 내가 부모님께 효도했다.,1
이런 일도 다 있네 한 번에 통과했어 한 번에!,1
수업시간인데 친구가 계속 핸드폰 게임만 하네. 신경 쓰여.,0
많이 힘드셔도 그 날이 빨리 오길 바래요.,0
단짝 친구는 이번 시험에서 성적이 올랐는데 나는 시험 성적이 엉망진창이야.,0
가슴이 아주 괴로워.,0
건강 염려증에 내가 스스로 한심해져.,0
남들 말을 따라서 좋다는 회사에 취직했는데 나랑 업무가 너무 안 맞아.,0
요가학원에서 내가 제일 잘한다고 해서 신이 나.,1
몸이 안 좋아 입원 중인데 어린 손자들이 병문안을 와서 애교도 부리고 말하는걸 보니 아주 행복해.,1
나는 내 진로에 대해 걱정이 많은데 요즘 좋은 선생님을 만났어.,1
친구들이 내 뒤에서 내 뒷말을 하는 걸 들었어.,0
나는 이번 기회에 큰 성과를 거둘 수 있을 거라고 믿어.,1
드디어 꿈에 그리던 아이를 얻게 되었어.,1
복권 일 등에 당첨되었어.,1
상사가 권위를 남용해서 직원들을 못살게 구는데 보고만 있자니 구역질이 나.,0
작년부터 우울증이 심해서 버티다가 결국 병원에 갔어.,1
회사 사람들이랑 잘 어울리지 못해서 정말 속상해.,0
남편이 은퇴하게 되었어. 남편이 은퇴하게 되니 그동안 힘들게 회사에 다닌 것에 대해 감사한 마음이 들어.,1
자식들이랑 손주들 병문안을 마음 졸여서 기다리지 않아.,1
마감기한 내에 일을 끝낼 수 있을까 걱정했는데 기한이 늘어나서 다행이야.,1
숙제하기 너무 귀찮아.,0
대기업에 다니다 관두고 창업을 하며 빚을 졌어. 엄마말씀을 들을 걸 뒤늦게 죄책감이 들어.,0
엄마가 이번 시험 무조건 잘 볼 거라고 생각해서 엄청 부담돼.,0
발표에는 정말 내가 취약해서 회의 시간에 프레젠테이션을 하려면 너무 불안해져.,0
내 자식들이 글쎄 지들끼리 돈을 모아서 좋은 곳으로 날 이사시켜 줬지 뭐야? 정말 너무 뿌듯하다.,1
우리 회사에서 나는 중요한 존재 같아.,1
우리 동네 사람들이 내 잘못된 소문에 대해 오해하던 것이 풀려서 다행이야.,1
아내의 대장암이 완치된 후에 자식들이 안부 문자를 자주 보내줘.,1
오늘 학교 선배한테 고마운 일이 있었어.,1
프로젝트가 성공적으로 끝날 수 있었던 것은 모두 팀원들 덕분이야.,1
오늘 집사람 장례 마치고 여러 가지 생각이 들었는데 후회되고 죄책감이 제일 커!,0
우리 아들이 자기가 남자인지 잘 모르겠다고 했어. 성 정체성에 혼란이 왔나 봐.,0
엄마가 재혼해서 내가 어른이 되면 엄마랑 같이 살 수 없을 것 같아서 슬퍼.,0
이 회사에서 입사를 한 뒤 그전에 보았던 기대감이 사라졌어. 아주 치가 떨리네.,0
이제는 건강 생각해서 시골에서 아내와 작은집에서 텃밭을 일구며 생활하려고 해.,1
며느리가 아내 문병에 오면서 아직 아내가 보지 못한 둘째 손자를 데려왔어.,1
시한부를 선고받았어.,0
오늘 특별한 일은 아니지만 정말 기분이 좋아.,1
내 옆을 지나가던 친구가 실수인 척 내 노트 위에 물을 쏟았어. 너무 놀라서 나도 모르게 표정이 일그러졌어.,0
얼마 전 면접 본 곳이 있는데 내일 연락 준다고 했는데 어떻게 될지 걱정돼.,0
지난달에 길었던 연애 기간을 끝내고 결혼해 아내랑 같이 살기 시작하니 몸도 마음도 안정되는 거 같아.,1
이번에 남편이 직장에서 이사로 승진을 했어. 몇 번의 탈락으로 이대로 퇴직해야 하나 고민도 하는 눈치였는데 말이야.,1
정말 친하다고 생각한 친구였는데 그 친구가 알고 보니 다른 사람한테 내 험담을 했더라고.,0
누나가 우리 가족이 다 모인 데에서 엄마는 싫은데 아빠는 좋다고 말했어. 너무 충격적이야.,0
요즘 직장에서 스트레스를 많이 받네.,0
내 여자친구가 나를 이용한 걸을 알게 되어 너무 슬퍼.,0
나 평소에 등하교 다 걸어 다녀서 체력만큼은 내가 우리 반에서 최고일 거야.,1
기립성 저혈압 때문에 아침에 바로 일어날 수가 없어 스트레스야.,0
나이가 쉰인데 자녀 키우기 너무 좋아.,1
대학 때 여행 다니느라 바빠 나보다 늦게 졸업한 친구가 나보다 먼저 취직을 해서 속이 타.,0
오늘 우리 부모님 뵈러 애인이랑 같이 갔는데 애인이 밥을 다 먹고 담배를 피고 오겠다며 나갔어.,0
이번에 승진을 자신하고 있어.,1
나이가 드니 병이 많아 짜증 나고 힘이 들어.,0
나이 먹어서 들어오는 일도 적고 월급도 적어서 나 어떡하면 좋아?,0
다음 주부터 매주 친구들하고 모임을 갖기로 해서 너무 기뻐.,1
남자친구에게 백일 기념 이벤트를 받았어.,1
이제 임금 피크제라면서 월급이 깎인다는데 걱정이야.,0
곗돈 관리하던 친구가 몰래 도망을 가서 요즘 화가 치밀어서 잠도 잘 못 자.,0
돈을 벌면 버는 대로 쓰다가 나이 들어 몸이 아파 일을 못 하니 당장 생활비가 걱정이네.,0
친구들은 노후 준비가 잘된 것 같은데 나는 하루하루 살아가기도 빠듯해.,0
이번 평가도 문제없을 것 같아.,1
아까 친척한테 연락이 왔는데 내 아들이 사업을 하겠다며 돈을 빌리러 왔었대.,0
난 아기들을 좋아해서 보육교사가 되었는데 일이 너무 힘들어. 이 직업을 선택한 게 후회돼.,0
내가 결혼 할 결심을 한 건 여자 친구에 대한 믿음이 있기 때문이야.,1
좋은 거래처들과 많이 알고 지내다 보니 사업 수완이 좋다는 이야기를 듣곤 해.,1
가정형편 때문에 아르바이트하느라 너무 힘든데 성적 장학금을 못 받으면 학교에 다닐 수가 없어.,0
아빠가 해외 출장을 일 년 동안 가셨는데 오늘 집에 돌아오신대. 너무 기뻐서 눈물이 나.,0
이번 시험에서 점수가 잘 나오지는 않았어도 열심히 최선을 다해 노력한 내 모습에 만족해.,1
친구에게 사기를 당했는데 어떻게 해야 할지 모르겠어. 큰일이 날까 불안해.,0
이십 대 중반인데 아직 연애를 한 번도 못 해 봤다니까 사람들이 놀라더라. 부끄러웠어.,0
내 아이가 소아암이라고 진단한 의사에게 무심코 화를 냈어.,0
이번에 내가 원하던 곳으로 취업에 성공했어. 연봉도 만족스러워.,1
요양 자금 때문에 친구한테 투자했던 돈을 돌려달라고 했는데 연락이 없어서 너무 초조해.,0
남자친구가 내 친구랑 바람을 피웠어.,0
따돌림을 시키던 가해자들이 전학을 가게 되어서 안심이야.,1
엄마가 아끼는 화분을 깰 뻔했는데 가까스로 붙잡았어. 안 깨서 다행이야.,1
자식들은 내 병에는 관심이 없고 자기가 받을 유산에만 관심이 있는 것 같아 외로워.,0
동료라고 믿었던 사람들이 나에게 어떻게 그럴 수 있지? 상처받았어.,0
언니가 요즘 밤늦게까지 놀고 와서 걱정이야.,0
요즘 업무능력이 좋아졌나? 일 처리가 잘되니까 스트레스가 줄었어.,1
방이 냄새나고 더럽기에 치워줬더니 맘대로 치웠다고 아들이 난리 치더라. 내 아들이지만 참 싫더라.,0
이제 취업도 해서 마음이 너무 편안해.,1
나는 내 학교엔 무조건 학교 폭행이 없을 거라 생각해.,1
매일 따뜻한 차를 마셨더니 속이 편해진 느낌이어서 기뻐.,1
새로 구한 직장에서 사람들과 친해지기 쉽지 않아.,0
