Unnamed: 0,연령,성별,상황키워드,전체선톡,감정_대분류,감정_소분류,사람문장1,시스템문장1,사람문장2,시스템문장2,사람문장3,시스템문장3
21446,청소년,여성,가족관계,해당없음,슬픔,낙담한,엄마랑 같이 옷가게에 왔는데 기분이 별로 안 좋아.,기분이 별로인 이유를 물어봐도 될까요?,엄마가 내 의견은 하나도 안 물어보고 엄마 마음대로 옷을 사더라고.,많이 속상하고 낙담하셨겠군요.,기분이 안 좋긴 했지만 엄마랑 같이 맛있는 거 먹으면서 얘기할 거야.,엄마와 함께 식사를 하면서 기분을 풀어 볼 생각이시군요.
27364,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,안도,은퇴를 하면 내가 번 돈은 오로지 나를 위해 쓸 생각이야.,은퇴하면 번 돈은 오로지 자신에게 쓸 생각이군요.,여태까지 나를 위해 쓴 돈이 너무 적었는데 이제 나한테 쓸 생각하니 기뻐.,자신한테 돈을 어떻게 쓰는 게 좋을까요?,우선 여가 생활을 즐기는 게 좋겠어. 일하느라 시간이 없었거든.,은퇴 후 즐거운 여가 생활 보내길 바라요.
2494,청년,여성,"연애,결혼,출산",해당없음,상처,괴로워하는,이제는 누굴 만나서 새롭게 연애하는 것도 귀찮고 어렵네.,이제는 혼자인 게 편하신가요?,사실은 연애하고 싶어. 주위에 사람이 없다 보니 귀찮다고 자기 합리화하게 돼.,연인을 찾을 수 있는 다른 방법은 없을까요?,친구한테 소개해 달라고 해볼까?,친구에게 소개를 받기로 하셨군요.
49073,노년,남성,대인관계,만성질환 유,상처,억울한,내 장애 때문에 사람들이 다가오지 않아서 외롭다.,장애 때문에 사람들이 다가오지 않아 외로우시군요.,장애가 있어서 편견으로 날 무서워해. 아마 죽을 때까지 이런 시선을 받겠지.,정말 괴로우시겠어요. 현재 감정에서 벗어나기 위해 어떻게 하면 좋을까요?,이런 기분에서 어떻게 벗어나겠어. 평생 이렇게 살아야 하는 게 슬플 뿐이야.,사용자님의 감정을 공유할 수 있는 사람이 주위에 있었으면 좋겠어요.
14876,중년,남성,"재정,은퇴,노후준비",해당없음,당황,남의 시선을 의식하는,친구가 내 집안 재정 상황을 알게 될까 봐 불안해.,집안 재정 상황을 숨기고 싶으셨군요. 불안하시겠어요.,남들이 보는 시선이 두려워서 앞으로도 숨길까 고민이야.,재정 상황이 들킬까 봐 계속 숨기고 싶으시군요. 불안한 마음을 어떻게 조금이나마 해소할 수 있을까요?,나에게 도움을 줄 수도 있으니 친구에게는 알려줘야겠어.,친구에게 알려서 도움이 됐으면 좋겠어요.
44109,중년,여성,"대인관계(부부, 자녀)",해당없음,불안,걱정스러운,우리 먹고살기도 힘든데 남편은 무슨 시어머니한테 맨날 돈을 드리는지 정말 이해가 안 돼.,소득이 충분치 않은 상황에서의 남편의 행동이 마음에 들지 않으시는군요.,나랑 상의도 없이 그런다니까? 뭐라고 하기도 그렇고.,말도 없이 그랬다면 더더욱 답답하시겠어요. 어떻게 하는 게 좋을까요?,그냥 두고 보는 건 더는 못하겠어. 얼굴 보고 진지하게 얘기 좀 해봐야겠다.,대화를 통해서 두 분이 상황에 대한 적절한 합의점을 찾으시길 바라요.
16688,청년,여성,"진로,취업,직장",해당없음,불안,스트레스 받는,출근시간 엘리베이터를 타야 지각을 면해서 이십 분정도 집에서 일찍 나와야 해.,그럼 출근 때 너무 피곤하실 거 같아요.,아침부터 일찍 나와야 해서 너무 피곤해.,지각을 피하고 피곤도 피하려면 어떻게 해야 할까요?,조금 더 일찍 자고 일찍 나와야겠어.,일찍 잠에 들어 아침에 조금은 괜찮길 바라요.
7123,청년,여성,"진로,취업,직장",해당없음,상처,버려진,회사에서 갑작스럽게 해고되었어.,갑작스러운 실직으로 상심이 크시겠어요. 특별한 이유가 있나요?,회사의 경영악화로 더는 회사를 유지할 수가 없대.,회사의 상황이 좋지 않군요. 앞으로 어떤 계획을 가지고 계신가요?,새로운 회사를 찾아야지. 그동안 열심히 일했는데 이렇게 해고되다니.,새로운 직장을 찾고 계시는군요. 갑작스러운 해고로 혼란스러우시겠어요.
20348,청년,여성,"연애,결혼,출산",해당없음,기쁨,안도,지난 토요일에 짝사랑하던 철수에게 고백했는데 철수도 나를 좋아하고 있었대.,그렇군요. 많이 기뻤겠네요.,그동안 서로 호감이 있었는데 나는 나만 좋아한다고 생각하고 있었어.,고백할 때 떨리지는 않았나요?,많이 떨렸지만 그동안 마음에 둔 말들이 그냥 흘러 나왔어.,용기 있게 고백했으니 사랑이 이뤄진 거네요. 좋은 만남을 가지길 바라요.
37493,청소년,여성,학업 및 진로,해당없음,당황,남의 시선을 의식하는,요새 아이들 옷 다들 잘 입는데 나만 못 입는 거 같아.,왜 그렇게 생각하시나요?,길거리 다니다보면 나만 엄청 별로야.,남들의 눈빛을 많이 신경쓰시는 편인가봐요?,모두 나만 쳐다보는것 같이 느껴지니까.,그리하여 시선을 의식하게 되신 거군요.
33909,청소년,남성,학교폭력/따돌림,해당없음,슬픔,우울한,내가 왕따를 당하고 있는데 내 상황을 들어주는 친구가 없네.,옆에 공감해줄 사람이 없으니 힘드시겠어요.,그러니까. 앞으로 어떻게 해야 할지 암담하네.,난감한 상황이군요.,응. 정말 진퇴양난이지.,앞으로 어떻게 하는 것이 좋을까요?
44914,청소년,여성,가족관계,해당없음,불안,스트레스 받는,요즘 어울리고 있는 친구들을 엄마 아빠가 싫어해. 친구 때문에 성적 떨어졌다면서 말이야.,친구들 때문에 성적이 떨어졌다고 부모님이 싫어하시는군요.,사실 친구 때문이 아니야. 그냥 공부가 힘들어. 열심히 해야 하는 건 알지만 맘처럼 안 돼.,공부가 맘처럼 잘 안되는군요. 그럴 때 어떻게 하면 힘든 감정에서 벗어날 수 있을까요?,일단 부모님이 친구 때문에 성적이 떨어졌다고 말하지 않았으면 좋겠어. 그럴 때마다 속상해.,그렇군요. 부모님께 솔직하게 말하고 속상한 기분이 풀렸으면 좋겠어요.
25649,노년,여성,"건강,죽음",만성질환 무,분노,안달하는,이번 달에 아들이 영양제를 보내지 않아서 너무 화가 났어.,아드님이 영양제를 보내지 않아서 화가 나셨군요.,나이가 들수록 건강에 신경을 써야 되는데 이젠 내가 걱정되지도 않나 봐.,아드님의 줄어든 관심에 서운하셨군요. 이 기분에서 벗어나기 위해 무엇을 할 수 있을까요?,오늘 친구들과 약속을 잡아야겠어. 아들 욕도 좀 같이 하고.,친구 분들과의 대화로 기분이 풀리셨으면 좋겠어요.
47048,청소년,남성,학업 및 진로,해당없음,분노,안달하는,진로를 결정해야 하는데 내가 어떤 걸 하고 싶어 하는지 모르겠어.,진로를 결정하지 못해 혼란스러우시군요.,왜 나는 내가 하고 싶은 것 하나도 찾지 못하는 걸까? 답답해.,답답한 기분에서 벗어나기 위해서는 어떤 걸 해야 할까요?,밖에 나가서 바람을 좀 쐬어야겠어.,밖에 나가 바람을 쐬는 일이 기분을 좀 나아지게 했으면 좋겠어요.
34358,노년,여성,"건강,죽음",만성질환 유,기쁨,편안한,몸이 아파서 불편했는데 간병인을 고용하니 편하고 마음이 놓인다.,간병할 사람이 있으셔서 편하시겠어요.,간병인이 괜찮은 사람 같은데 그래도 아직 불편한 감이 있어.,간병인이랑 편하게 지내려면 어떤 방법이 있을까요?,내가 편하게 지낼 수 있도록 좋은 환경을 만들어줘야겠어.,그렇게 했을 때 상황이 어떻게 달라지면 좋을까요?
43800,중년,남성,"대인관계(부부, 자녀)",해당없음,분노,악의적인,오늘 회사에서 일을 못 한다고 잘렸어.,오늘 회사에서 잘리셔서 괴로우시군요.,책임져야 할 애들이 둘이나 있는데 이제 어떡해야 할지 모르겠어. 죽고 싶어.,지금의 상황이 나아지기 위해선 무엇을 할 수 있을까요?,애들을 위해서라도 다시 일을 구해봐야겠어.,다시 일을 구하셔서 상황이 좋아지기를 바랄게요.
9315,중년,여성,"직장, 업무 스트레스",해당없음,불안,회의적인,오늘은 아주 피곤한 하루였어.,무슨 일이세요? 안 좋은 일 있으셨나요?,딱히 큰일은 없었는데. 내가 하는 일이 나에게 안 맞는 거 같아.,하고 계신 일이 재미가 없으신가 봐요. 적성에 안 맞는다는 생각이 드시는군요.,응. 어렵기만 하고 시간이 아까운 것 같아.,즐겁게 하실 수 있는 일을 찾으시면 좋겠어요.
46031,청소년,여성,학교폭력/따돌림,해당없음,분노,툴툴대는,친구들과 잘 지내고 싶은데 반에서 왕따를 당하는 나 자신에게 너무 실망스러워.,친구들과 잘 지내지 못해서 실망스러우시군요.,먼저 다가가서 이야기도 하고 싶은데 용기를 못 내는 내가 바보 같아.,어떻게 하면 지금 상황에서 벗어날 수 있을까요?,모르겠어. 나한테 도움을 줄 사람이 있었으면 좋겠다.,주위에 사용자님을 도와줄 사람이 있었으면 좋겠어요.
33011,청년,여성,대인관계,해당없음,당황,혐오스러운,오늘 너무 불쾌한 일이 있었어.,어떤 불쾌한 일이 있으셨나요?,고깃집에서 아르바이트하는데 단체 모임으로 온 손님 중에 어떤 남자가 나한테 술잔을 채워달라는 거야.,그런 일이 있으셨군요. 그래서 어떻게 하셨나요?,사장님께 말씀드리고 그 테이블 주문은 내가 받지 않았는데 어떻게 자기보다 한참 어린 나에게 그럴 수가 있지? 정말 생각만 해도 혐오스러워.,무례한 손님의 태도에 기분 상하셨겠어요.
2575,청년,여성,"진로,취업,직장",해당없음,기쁨,편안한,직장 생활에 드디어 적응한 것 같아.,직장생활에 적응하셨다니 정말 기쁘시겠어요.,처음엔 너무 힘들었는데 지금은 모든 게 편안하고 사람들도 좋아.,적응을 마치시고 모든 게 편안하게 느껴지신다니 정말 기분이 좋으시겠어요.,힘들어도 참고 견딘 게 그나마 도움이 된 거 같아.,과정이 힘들었지만 지금은 행복하시겠어요.
18604,노년,여성,"건강,죽음",만성질환 무,분노,분노,지하철에서 사람들이 자꾸 나를 밀쳤어. 내가 나이가 많은 노인이라 무시하는 건가?,무시당하는 느낌에 화가 많이 나셨겠어요.,이제 가만히 서 있기도 힘든데. 무시당하는 것까지 참을 수가 없어.,무엇이 화를 푸는 데에 도움이 될 수 있을까요?,북적이는 지하철 말고 산에 가서 산책을 좀 하면서 시간을 보내야겠어.,산책을 하며 기분 전환이 되었으면 좋겠어요.
34520,노년,남성,대인관계,만성질환 무,불안,불안,혼자 살고 있는데 가끔 집에 아무도 찾아오지 않을 때면 이렇게 잊혀질까 봐 무서워.,아무도 찾아오지 않을 때 세상에서 잊힐까 불안함을 느끼시는군요.,내가 죽으면 한참 뒤에나 발견돼서 뉴스에 나오지는 않을까 하는 나쁜 생각이 들어.,그런 불안감과 나쁜 생각이 들지 않게 하려면 어떻게 하는 것이 좋을까요?,동네 복지관에라도 나가서 근처에 사는 새 친구들을 만드는 게 좋을 것 같아.,새 친구를 사귀어 보려 하시는군요. 새 친구를 사귀면 어떤 점이 좋을까요?
673,노년,남성,"건강,죽음",만성질환 유,기쁨,안도,눈이 찢어질 듯이 아파서 안과에 갔는데 괜찮대. 다행이지.,눈이 아팠는데 괜찮대서 안심하셨군요.,근데 원인이 스트레스래. 최근에 정말 일이 많았거든.,눈이 아픈 원인이 스트레스였군요. 앞으로 눈이 아프지 않기 위해서는 어떻게 하면 좋을까요?,스트레스를 받지 않는 것이 제일 중요하겠지. 내 인생에 나보다 더 소중한 사람은 없잖아.,스트레스가 없으셔서 늘 건강을 유지하셨으면 좋겠어요.
38541,노년,여성,재정,만성질환 무,당황,외로운,실업자가 되어서 정말 자녀들에게 미안하다.,노동력을 상실하셔서 가족들에게 죄책감을 느끼시는군요.,나는 학력이 낮아서 취업할 수 없어.,저학력 때문에 돈을 벌 수 없으시군요.,친구들에게도 말도 못 하고. ,주변에서 긍정적인 말을 들을 수 있다면 기분이 어떻게 변하실 것 같나요?
45148,중년,남성,"대인관계(부부, 자녀)",해당없음,당황,죄책감의,우울증이 심해서 병원에 입원해야 될 것 같은데 가족한테 어떻게 말해야 좋을지 모르겠어.,우울증으로 인해 많이 힘들고 괴로워하고 계시는군요.,가족들은 나의 병에 대해서 모르고 있어. 그동안 숨겨왔다는 것도 양심의 가책을 느끼게 해.,가족들이 병에 대해서 모르고 있는 상황에서 어떤 행동이 필요할까요?,가족에게 솔직히 털어놓고 하루빨리 치료를 받는 게 좋을 것 같아.,가족들과 대화로 죄책감을 털어내시고 빠른 쾌유 하시길 바라요.
42237,노년,남성,"건강,죽음",만성질환 무,분노,노여워하는,내가 거동이 불편하니까 항상 아들이랑 딸에게 짐만 되네.,건강 문제로 인해 기분이 언짢으시군요.,나를 돌보느라 여행도 제대로 못 다니고 나 때문이야.,이런 상황에서 어떻게 하는 것이 좋을까요?,재활 운동 같은 거라도 찾아봐야겠어. 조금은 좋아지겠지.,재활 운동을 통해 지금 상황을 잘 극복하길 바라요.
3941,청년,여성,"진로,취업,직장",해당없음,상처,괴로워하는,취업 걱정으로 너무 힘들고 괴로워. 요즘 공고도 많이 없고 어떻게 해야 할지 모르겠어.,마음이 매우 복잡하겠어요. 좀 더 말씀해 보시겠어요?,정말 그럴까? 주위 사람들 보면 노력해도 취업하기가 힘든 것 같아. 나도 그럴까 봐 취업 생각만 해도 괴로워.,원하는 곳에 꼭 취업하시길 응원하겠습니다.,,
50942,청년,여성,대인관계,해당없음,상처,상처,아빠는 엄마랑 나한테 못되게 말해서 맨날 싸우기만 해. 정말 힘들어.,아버지 때문에 매일 싸우게 돼서 힘드시군요.,거기다 내가 결혼하고 나면 혼자 남을 엄마가 너무 걱정돼서 큰일이야.,결혼하고 나면 혼자 남으실 어머니가 걱정되시는군요.,결혼하기 전에 아빠랑 담판을 지어야겠어.,아버지와의 대화가 원만하게 풀렸으면 좋겠네요.
9479,중년,여성,"재정,은퇴,노후준비",해당없음,상처,억울한,정말 믿기지가 않는게 이제 정말 은퇴까지 얼마 남지 않았어.,은퇴를 앞두고 어떤 기분이세요?,열심히 일만 하고 살아온 내 인생이 조금은 억울하단 생각이 들어.,억울한 느낌이 들겠어요.,그래서 은퇴 후 삶은 즐겁게 살아보려고 해.,네. 억울하지 않게 멋진 삶을 사셨으면 좋겠어요.
38487,노년,여성,"건강,죽음",만성질환 무,슬픔,눈물이 나는,내 나이가 벌써 육십육 살이야. 나하고 삼십 년을 함께 살았던 영감은 십 년 전에 먼저 먼 곳으로 영원히 떠나서 나 혼자 되었지. 그런데 지난달에는 내가 사랑하는 사촌오빠가 돌아가셨어.,어르신  많이 힘드시겠어요. 어르신 몸은 어떠신가요? 지금은 사시는 집에서 혼자 지내시는지요?,나 자식들하고 같이 안 살고 혼자 나와서 살고 있어. 두 며느리하고 사위한테 부담 주기 싫어서 그렇게 했어. 그러니 외로운 감정 내가 다 감당해야지.,혼자서 외로움을 감당하시려 하는군요.,내가 어릴 때  사고로 머리 다치면서 오랫동안 치료받았어. 결혼하고서도 치료받고 있었어. 사랑하는 사람들을 먼저 떠나보내면서 머리가 더 아파서 힘들 때가 많지.,많이 힘드셨군요.
22115,청년,남성,"연애,결혼,출산",해당없음,기쁨,흥분,그녀에게 고백 후 처음으로 연락이 와서 다시 만나기로 했는데 너무 기뻐.,기쁨으로 흥분하신 상태 같아 보여요.,만나자는 연락을 여자에게 받은 건 처음이라 더 흥분되고 기뻐.,지금의 기쁜 감정으로 제일 먼저 하고 싶은 것은 무엇인가요?,일단 식당을 예약하고 데이트 코스를 준비해야겠어.,여자 친구와 멋진 파티로 행복한 하루 보내세요.
4670,청년,여성,"연애,결혼,출산",해당없음,당황,열등감,친구랑 대화만 하면 열등감을 느껴서 속상해.,친구분과 대화를 할 때마다 열등감을 느껴 속상하시군요.,응. 나는 생활비가 넉넉하지 않아서 고민하는데 그 친구는 집안이 여유가 있는 편이거든.,생활 형편이 넉넉하지 않아 절약하며 생활하시는데 반대로 친구분은 여유가 있어 비교되시는군요.,나한테 고작 그런 게 고민이냐며 무시를 하니까 더 작아지는 기분이야.,많이 속상하시겠어요. 친구분이 무시하지 않고 위로를 해주면 기분이 어떠실 거 같으신가요?
13662,청소년,여성,가족관계,해당없음,불안,스트레스 받는,졸업 후 바로 취업하고 싶은데 엄마는 자꾸 대학교에 가라고 강요를 해. 계획이 틀어질까 봐 불안해.,엄마가 대학교에 가라고 강요하는군요. 계획이 틀어질까 봐 스트레스 받으시겠어요.,대학교에 원서접수 했는데 탈락했다고 거짓말을 할까 생각 중이야.,거짓말을 할지 고민 중이시군요. 어떻게 하는 것이 가장 좋은 방법일까요?,거짓말을 해도 들킬 테니 담임선생님께 진로 상담을 받는 게 가장 좋은 방법인 것 같아.,진로 상담을 받아 잘 해결이 되었으면 좋겠어요.
46380,중년,남성,건강,해당없음,상처,괴로워하는,내가 벌써 이렇게 나이가 많아졌다니 믿기지 않고 두려워.,나이가 많아지셔서 많이 슬프시겠어요.,내가 이 나이 먹을 동안 한 게 별로 없는 거 같아서 너무 후회돼.,그동안 해온 게 얼마 없다고 생각하니 많이 속상하시군요.,지금부터라도 멋있는 삶을 살아서 후회 없는 삶이 되도록 노력할 거야.,멋있는 삶을 살아서 후회 없으셨으면 좋겠어요.
5229,청년,여성,"연애,결혼,출산",해당없음,기쁨,느긋,아이 계획은 있는데 앞으로 한 삼 년은 더 신혼생활을 즐기고 싶어.,신혼생활을 삼 년간 더 누린 후 아이를 가질 계획이시군요.,이제는 남편하고 맛있는 것도 많이 먹고 멋진 풍경도 보고하면서 알콩달콩한 시간을 누리고 싶어.,알콩달콩한 시간으로 채워지는 삼 년이라니 정말 좋은 추억이 될 것 같아요.,,
43303,청소년,여성,학업 및 진로,해당없음,분노,악의적인,나는 왜 이렇게 몸이 약하게 태어난 거지?,신체가 약해서 속상하시겠어요.,몸이 아파서 공부하기도 너무 힘들어. 성적이 너무 안 나와.,몸이 아픈데 성적이 잘 안 나와서 정말 힘드시겠어요.,운동을 열심히 하면 건강해질까?,운동하셔서 건강을 회복하신다면 정말 좋겠어요.
23659,중년,여성,건강,해당없음,슬픔,마비된,지금껏 열심히 일을 해서 노후에 여유롭게 사는 것을 기대했는데 암 진단을 받았어.,암 진단을 받았다니 많이 힘드시겠어요.,앞으로 어떻게 살아가야 할지 막막하네.,상심이 크시겠어요. 앞으로 어떻게 하면 좋을까요?,일단 암 치료를 위해 최선을 다하려고 해.,가족들과  잘 얘기해서 아빠를 잘 모시게 되길 바라요.
38203,노년,여성,"건강,죽음",만성질환 무,분노,성가신,내 친구가 부부싸움을 했대. 전화하여 하소연하더라.,왜 싸웠다고 하던가요?,나중에 더 나이 들어 자기가 아프면 어떻게 할 거냐고 남편에게 물으니 요양원에 보낸다고 하더래.,남편분 말에 친구분이 상처받으신 모양이네요.,내 친구가 너무 서운해하며 삼십 년 넘게 살았는데 빈말이라도 돌봐준다는 말 한마디 없는 건 너무하다고 하더라.,그래서 친구분께 어떻게 이야기 하셨나요?
46310,노년,여성,대인관계,만성질환 무,분노,좌절한,내가 어렸을 때 좀 더 배웠더라면 더 멋진 사람들과 어울렸을 텐데. 다 내 탓이야.,어렸을 때 많이 배우지 못한 것에 대해 고독하고 허탈함을 느끼시는군요.,내가 더 열심히 했었어야 해. 내 곁엔 아무도 없어.,아무도 없다고 느껴지셔서 정말 슬프시겠어요.,자식들은 다 컸다고 연락도 하지 않고 친구들도 없어.,마음을 나눌 사람이 생겼으면 좋겠어요.
43188,청소년,남성,학교폭력/따돌림,해당없음,분노,방어적인,우울증이 있는 걸 친구들이 알게 될까 봐 자꾸 눈치 보게 돼. 난 바보야.,우울증을 친구들이 알게 될까 봐 걱정이 되시는군요.,친구들에 밝고 정상적인 걸 보면 나만 못난 것 같고 열등감이 느껴져.,정상적인 친구들을 보며 열등감을 느끼시는군요. 앞으로 어떻게 해야 기분이 나아질까요?,우울증 치료를 적극적으로 받아 나도 예전처럼 밝은 사람으로 변해야겠어.,치료를 적극적으로 받아 상황이 나아지시길 바라요.
42302,청소년,여성,가족관계,해당없음,분노,툴툴대는,내 진로 때문에 부모님끼리 싸우셨어. 나 때문에 부모님이 싸우신 것 같아서 나 자신이 원망스러워.,사용자님 때문에 가정불화가 일어난 것 같아 스스로 실망하셨군요.,내 꿈 때문에 돈이 많이 들어서 부모님끼리 갈등이 일어난 것 같아.,이 상황을 해결하기 위해서는 무엇을 하는 것이 좋을까요?,모르겠어! 지금은 그냥 모든 게 다 나 때문인 것 같아서 우울해.,주위에 지금 감정을 털어놓을 수 있는 친구들이 있으면 좋겠어요.
23748,중년,여성,건강,해당없음,기쁨,감사하는,내게 골수를 이식해 줄 수 있는 기증자가 나타나서 너무 기뻐.,사용자님께 골수를 이식해 줄 수 있는 기증자가 나타나서 기쁘시군요.,기증자분께 선물을 드리고 싶은데 사양하셔서 고민이야.,지금 상황에서 할 수 있는 일에는 무엇이 있을까요?,감사한 마음을 담아 편지를 드려야겠어.,한의원을 자주 찾아가셔서 건강해지시면 좋겠어요.
22431,청년,여성,"연애,결혼,출산",해당없음,불안,조심스러운,요즘 남자 친구가 공채시험 준비 중이라 선뜻 데이트 약속을 잡기가 조심스러워.,남자 친구가 공채시험 준비 중이라 데이트 약속 잡기가 조심스러우시군요.,응. 자주 못 만나서 불안하지만 선뜻 데이트 약속을 못 잡겠어.,지금 내가 무엇을 하면 이 상황이 나아질까요?,무조건 야외에서 만나기보다는 시험을 틈틈이 준비할 수 있는 실내에서 만나는 게 좋을 것 같아.,정기적으로 관리 받으며 영양제를 챙겨주려 하시는군요.
17396,청년,남성,"연애,결혼,출산",해당없음,불안,회의적인,아내가 내게 무언가를 숨기고 있는 것 같아 불안해.,아내 분이 무언가를 숨기는 듯해 불안하시군요.,아내에게 이 사실에 대해 물어봐도 될 지 혼란스러워.,아내에 대한 고민을 어떻게 해결하는 것이 좋을까요?,나 혼자 고민하는 것보다 아내에게 사실을 물어보는 것이 최선일 것 같아.,아내분과의 솔직한 대화로 모든 게 잘 해결이 되길 바라요.
19667,노년,남성,"건강,죽음",만성질환 유,기쁨,신뢰하는,통풍 때문에 꾸준히 관리하고 있는데 병원에 갔더니 큰 문제가 없어서 기분이 좋아.,관리 덕분에 괜찮으신 것 같아 기분이 좋으시군요.,응. 꾸준히 관리하기만 하면 문제없을 것 같아.,그래서 다행이네요. 꾸준한 관리를 어떻게 하실 생각이세요?,앞으로도 기름진 음식을 피하려고 가급적이면 집에서 식사하려고.,집에서 건강한 음식 드셨으면 좋겠네요.
16130,노년,남성,재정,만성질환 무,불안,혼란스러운,내 실수로 회사에 큰 손실이 생겨서 해결해야 하는데 수중에 그만한 돈도 없고 초조해.,실수로 인해 생긴 손해를 해결할 방법이 없어서 초조하시군요.,지금 내가 가진 전 재산으로도 손실을 감당하기엔 턱없이 부족해.,그렇다면 어떻게 대처하실 수 있을까요?,회사에 실수했다고 솔직하게 말하는 것 밖에는 달리 방법이 없겠어.,회사에 솔직하게 말함으로써 문제가 잘 해결되길 바라요.
26689,청년,남성,"진로,취업,직장",해당없음,슬픔,후회되는,첫 직장에 대한 기대에 부풀었는데 지금은 괜히 왔나 후회돼.,첫 직장이 기대했던 것과는 달라 후회하고 있다는 것처럼 들려요. 그렇게 생각하신 이유가 있으신가요?,하는 일이 내 적성과 너무 안 맞아.,적성과 안 맞아서 후회되시는군요. 어떤 점이 안 맞는다고 생각하시나요?,,
45434,중년,여성,"재정,은퇴,노후준비",해당없음,상처,배신당한,내가 돈을 못 벌고 변변치 않으니 오랜만에 만난 동창들이 나를 무시해.,동창들이 돈을 못 번다고 무시해서 속상하시겠어요.,맨날 동창들을 만날 때마다 이런 비참한 기분에서 벗어날 수 없겠지.,지금의 기분에서 벗어나기 위해서 무언가 할 수 있는 것이 있을까요?,오늘 일은 그만 생각하고 기분 전환하러 드라이브를 다녀와야겠어.,드라이브하면서 지금의 기분이 풀렸으면 좋겠어요.
24749,노년,남성,재정,만성질환 무,슬픔,우울한,아내가 친구 집과 우리 집의 환경을 자꾸 비교해서 괜히 주눅이 들고 우울해.,아내가 비교를 해서 마음이 많이 속상하시겠어요.,아내는 감사할 줄 모르고 항상 남과 비교를 해서 상대방 마음을 불편하게 만들어.,남과 비교하는 아내 때문에 힘드시겠어요. 지금 감정에서 벗어나기 위해 어떻게 하면 좋을까요?,아내와 이 상황에 대해서 차근차근 대화를 해봐야겠어.,밖에 나가셔서 우울한 기분이 좀 나아졌으면 좋겠어요. 
44049,중년,여성,"대인관계(부부, 자녀)",해당없음,상처,억울한,딸을 혼내면서 때려버렸어. 나는 엄마 자격이 없어.,자녀분을 때려서 후회하고 계시는군요.,딸과 다시 화해할 수 없을 거야. 아무리 화나도 그러면 안 됐는데.,이 문제를 해결하기 위해서 무엇을 할 수 있을까요?,지금은 딸이 화나서 나랑 말도 안 하려고 해. 어떻게 해야 할지 모르겠어.,어떻게 해야 할지 의논할 수 있는 사람이 있었으면 좋겠어요.
45680,중년,남성,"대인관계(부부, 자녀)",해당없음,슬픔,후회되는,집에 들어가면 매번 아내랑 싸우고 자식들은 방에 들어가서 나와 보지도 않고 스트레스가 커.,가정생활 문제로 힘들어하고 계시는군요.,내가 가장으로서의 역할을 제대로 못 해서 그런가 봐.,가정에서의 역할을 잘 감당하지 못하는 것 같아 속상하시군요.,가족끼리 시간 내서 여행을 다녀와 사이를 회복시켜야겠어.,여행으로 기분 전환이 되시기를 바라요.
15767,청소년,여성,학업 및 진로,해당없음,기쁨,만족스러운,저번 모의고사보다 과목별로 모든 등급이 올라서 부모님한테 칭찬을 받았어.,모든 등급이 올라서 부모님한테 칭찬을 받아서 기쁘시겠군요.,학원도 안 다니고 혼자 자습하면서 공부한 결과라서 부모님이 더 기뻐해.,학원도 안 다니면서 어떻게 공부를 하신 거예요?,이동시간과 쉬는 시간에 인터넷 강의를 듣고 자습시간에는 문제를 많이 풀었어.,지금처럼 쭉 열심히 공부하셔서 다음 모의고사에서는 더 좋은 결과를 얻으시길 바라요.
38610,노년,여성,재정,만성질환 무,당황,고립된,내 얘들하고 관계가 나빠.,네 걱정 많으시겠네요.,밉기도 하고 그러다 보니 벌 받을 것도 같고. 돈이라도 주면 좀 낫겠는데 돈도 없고.,노년엔 돈 벌기가 쉽지 않으니 더 마음이 쓰이시겠네요.,다 돈이야. 늙으면 돈이 있어야 하는데.,늙으면 돈이 있어야 한다고 생각하시는군요.
25970,노년,여성,재정,만성질환 무,당황,남의 시선을 의식하는,남의 시선을 의식해서 부유하지 않은 척하고 다녀.,남의 시선을 많이 의식해서 부유하지 않는 척을 하시는군요. 그러는 이유가 있을까요?,전에 동네 할머니들이 내 가방을 보며 사치라며 욕하더라고.,주변 할머니들이 사용자님의 가방을 보며 사치라고 말하셨군요.,뒤에서 욕하는 걸 들으니 기분이 별로더라.,뒤에서 욕하는 걸 들어 기분이 별로였군요.
34980,노년,남성,재정,만성질환 유,기쁨,신뢰하는,펀드매니저인 내 친구 아들에게 내 보험금을 맡겨볼까 해.,보험금을 친구 아들에게 맡기시려고 하는군요.,친구 아들은 어렸을 적부터 아주 머리가 좋았어. 믿을 만해.,똑똑해서 신뢰할 만한 펀드매니저군요.,응. 내 보험금 전부를 친구 아들에게 맡길 거야.,보험금 전부를 친구 아들에게 맡겼을 때 앞으로 어떤 점이 달라지길 원하시나요?
27806,노년,남성,대인관계,만성질환 유,불안,당혹스러운,텔레비전에서 전염병 증상이랑 아내의 호흡기 질환이 비슷해서 놀랐어.,아내분이 큰 병에 걸리셨을까 봐 놀라셨겠어요.,그래서 난리를 치며 병원에 갔었는데 단순 감기였어.,큰 병이 아니어서 다행이에요.,난리 친 게 부끄러워지더라.,두 분이 아프지 않고 건강하게 사시길 바라요.
